# ICI4 Andoya U3 launcer 83/340
# Time       Alt       Lat       Lon       Vel   Vel. El   Vel. Az
#  sec         m       deg       deg       m/s       deg       deg
 42.40   35840.0  69.37071  15.93865    1856.2    73.858   339.747
 42.50   36018.5  69.37115  15.93819    1859.4    73.850   339.747
 42.60   36197.2  69.37158  15.93774    1862.6    73.842   339.746
 42.70   36376.3  69.37202  15.93729    1865.9    73.834   339.746
 42.80   36555.6  69.37245  15.93683    1869.2    73.826   339.745
 42.90   36735.3  69.37289  15.93638    1872.5    73.818   339.744
 43.00   36915.3  69.37332  15.93592    1875.8    73.810   339.744
 43.10   37095.6  69.37376  15.93546    1879.1    73.802   339.743
 43.20   37276.2  69.37420  15.93500    1882.5    73.795   339.743
 43.30   37457.1  69.37464  15.93454    1885.8    73.787   339.742
 43.40   37638.4  69.37508  15.93408    1889.2    73.779   339.741
 43.50   37819.9  69.37552  15.93362    1892.6    73.771   339.741
 43.60   38001.8  69.37596  15.93315    1896.0    73.763   339.740
 43.70   38184.0  69.37641  15.93269    1899.5    73.755   339.740
 43.80   38366.5  69.37685  15.93222    1902.9    73.747   339.739
 43.90   38549.4  69.37730  15.93176    1906.4    73.740   339.738
 44.00   38732.6  69.37775  15.93129    1909.9    73.732   339.738
 44.10   38916.1  69.37819  15.93082    1913.4    73.724   339.737
 44.20   39099.9  69.37864  15.93035    1917.0    73.716   339.737
 44.30   39284.1  69.37909  15.92988    1920.5    73.709   339.736
 44.40   39468.6  69.37954  15.92941    1924.1    73.701   339.735
 44.50   39653.5  69.38000  15.92893    1927.7    73.693   339.735
 44.60   39838.6  69.38045  15.92846    1931.3    73.685   339.734
 44.70   40024.2  69.38090  15.92798    1935.0    73.678   339.734
 44.80   40210.0  69.38136  15.92751    1938.6    73.670   339.733
 44.90   40396.2  69.38181  15.92703    1942.3    73.662   339.732
 45.00   40582.8  69.38227  15.92655    1946.0    73.655   339.732
 45.10   40769.7  69.38273  15.92607    1949.7    73.647   339.731
 45.20   40957.0  69.38319  15.92559    1953.4    73.639   339.731
 45.30   41144.6  69.38364  15.92511    1957.2    73.632   339.730
 45.40   41332.6  69.38411  15.92462    1961.0    73.624   339.729
 45.50   41520.9  69.38457  15.92414    1964.8    73.617   339.729
 45.60   41709.6  69.38503  15.92365    1968.6    73.609   339.728
 45.70   41898.6  69.38550  15.92316    1972.4    73.601   339.728
 45.80   42088.0  69.38596  15.92268    1976.3    73.594   339.727
 45.90   42277.8  69.38643  15.92219    1980.2    73.586   339.726
 46.00   42467.9  69.38690  15.92170    1984.1    73.579   339.726
 46.10   42658.4  69.38737  15.92120    1988.0    73.571   339.725
 46.20   42849.2  69.38784  15.92071    1991.9    73.564   339.724
 46.30   43040.5  69.38831  15.92022    1995.9    73.556   339.724
 46.40   43232.1  69.38878  15.91972    1999.8    73.549   339.723
 46.50   43424.1  69.38926  15.91922    2003.8    73.541   339.723
 46.60   43616.4  69.38973  15.91873    2007.9    73.534   339.722
 46.70   43809.2  69.39021  15.91823    2011.9    73.527   339.721
 46.80   44002.3  69.39069  15.91773    2016.0    73.519   339.721
 46.90   44195.8  69.39116  15.91723    2020.0    73.512   339.720
 47.00   44389.7  69.39164  15.91672    2024.2    73.504   339.720
 47.10   44584.0  69.39212  15.91622    2028.3    73.497   339.719
 47.20   44778.6  69.39260  15.91571    2032.4    73.490   339.718
 47.30   44973.7  69.39309  15.91521    2036.6    73.482   339.718
 47.40   45169.2  69.39357  15.91470    2040.8    73.475   339.717
 47.50   45365.0  69.39406  15.91419    2045.0    73.468   339.716
 47.60   45561.2  69.39454  15.91368    2049.2    73.460   339.716
 47.70   45757.9  69.39503  15.91317    2053.5    73.453   339.715
 47.80   45954.9  69.39552  15.91265    2057.8    73.446   339.715
 47.90   46152.4  69.39601  15.91214    2062.1    73.439   339.714
 48.00   46350.2  69.39650  15.91162    2066.4    73.431   339.713
 48.10   46548.5  69.39700  15.91111    2070.7    73.424   339.713
 48.20   46747.2  69.39748  15.91059    2075.1    73.417   339.712
 48.30   46946.3  69.39798  15.91007    2079.5    73.410   339.711
 48.40   47145.8  69.39848  15.90955    2083.9    73.402   339.711
 48.50   47345.7  69.39897  15.90903    2088.3    73.395   339.710
 48.60   47546.0  69.39948  15.90850    2092.8    73.388   339.709
 48.70   47746.8  69.39997  15.90798    2097.2    73.381   339.709
 48.80   47947.9  69.40047  15.90745    2101.7    73.374   339.708
 48.90   48149.5  69.40098  15.90692    2106.3    73.367   339.708
 49.00   48351.6  69.40148  15.90640    2110.8    73.360   339.707
 49.10   48554.0  69.40199  15.90586    2115.4    73.353   339.706
 49.20   48756.9  69.40249  15.90533    2120.0    73.346   339.706
 49.30   48960.2  69.40300  15.90480    2124.6    73.339   339.705
 49.40   49164.0  69.40351  15.90427    2129.2    73.331   339.704
 49.50   49368.2  69.40402  15.90373    2133.9    73.324   339.704
 49.60   49572.8  69.40453  15.90319    2138.6    73.317   339.703
 49.70   49777.9  69.40504  15.90265    2143.3    73.310   339.702
 49.80   49983.4  69.40556  15.90211    2148.0    73.303   339.702
 49.90   50189.4  69.40607  15.90157    2152.8    73.297   339.701
 50.00   50395.8  69.40659  15.90103    2157.5    73.290   339.701
 50.10   50602.6  69.40710  15.90048    2162.3    73.283   339.700
 50.20   50810.0  69.40763  15.89994    2167.2    73.276   339.699
 50.30   51017.8  69.40815  15.89939    2172.0    73.269   339.699
 50.40   51226.0  69.40867  15.89884    2176.9    73.262   339.698
 50.50   51434.7  69.40919  15.89829    2181.8    73.255   339.697
 50.60   51643.8  69.40972  15.89774    2186.7    73.248   339.697
 50.70   51853.5  69.41025  15.89719    2191.7    73.241   339.696
 50.80   52063.6  69.41077  15.89663    2196.7    73.235   339.695
 50.90   52274.1  69.41130  15.89608    2201.7    73.228   339.695
 51.00   52485.2  69.41183  15.89552    2206.8    73.221   339.694
 51.10   52696.7  69.41236  15.89496    2211.9    73.214   339.693
 51.20   52908.7  69.41290  15.89440    2217.0    73.207   339.693
 51.30   53121.2  69.41343  15.89384    2222.2    73.201   339.692
 51.40   53334.2  69.41397  15.89327    2227.3    73.194   339.691
 51.50   53547.6  69.41451  15.89271    2232.6    73.187   339.691
 51.60   53761.6  69.41505  15.89214    2237.8    73.181   339.690
 51.70   53976.1  69.41559  15.89157    2243.1    73.174   339.689
 51.80   54191.0  69.41613  15.89100    2248.5    73.167   339.689
 51.90   54406.5  69.41667  15.89043    2253.8    73.161   339.688
 52.00   54622.5  69.41721  15.88986    2259.2    73.154   339.687
 52.10   54838.9  69.41776  15.88928    2264.7    73.147   339.687
 52.20   55055.9  69.41831  15.88870    2270.1    73.141   339.686
 52.30   55273.5  69.41886  15.88813    2275.6    73.134   339.685
 52.40   55491.5  69.41941  15.88755    2281.2    73.128   339.685
 52.50   55710.1  69.41997  15.88696    2286.8    73.121   339.684
 52.60   55929.1  69.42052  15.88638    2292.4    73.115   339.683
 52.70   56148.8  69.42107  15.88580    2298.0    73.108   339.683
 52.80   56368.9  69.42163  15.88521    2303.7    73.102   339.682
 52.90   56589.6  69.42219  15.88462    2309.5    73.095   339.681
 53.00   56810.9  69.42275  15.88403    2315.3    73.089   339.681
 53.10   57032.6  69.42331  15.88344    2321.1    73.082   339.680
 53.20   57255.0  69.42387  15.88285    2326.9    73.076   339.679
 53.30   57477.9  69.42444  15.88225    2332.8    73.069   339.679
 53.40   57701.4  69.42501  15.88165    2338.8    73.063   339.678
 53.50   57925.6  69.42558  15.88106    2344.7    73.057   339.677
 53.60   58149.9  69.42615  15.88046    2350.5    73.050   339.677
 53.70   58375.0  69.42672  15.87985    2355.9    73.044   339.676
 53.80   58600.6  69.42729  15.87925    2360.9    73.038   339.675
 53.90   58826.6  69.42786  15.87865    2365.5    73.031   339.674
 54.00   59053.1  69.42844  15.87804    2369.7    73.025   339.674
 54.10   59279.9  69.42902  15.87743    2373.5    73.019   339.673
 54.20   59507.1  69.42960  15.87682    2377.0    73.012   339.672
 54.30   59734.6  69.43018  15.87621    2380.0    73.006   339.672
 54.40   59962.3  69.43076  15.87560    2382.6    73.000   339.671
 54.50   60190.3  69.43134  15.87499    2384.8    72.994   339.670
 54.60   60418.4  69.43192  15.87438    2386.8    72.987   339.670
 54.70   60646.7  69.43250  15.87376    2388.5    72.981   339.669
 54.80   60875.2  69.43308  15.87315    2390.0    72.975   339.668
 54.90   61103.8  69.43366  15.87254    2391.4    72.969   339.668
 55.00   61332.5  69.43425  15.87192    2392.6    72.962   339.667
 55.10   61561.3  69.43483  15.87131    2393.5    72.956   339.666
 55.20   61790.1  69.43542  15.87069    2394.3    72.950   339.665
 55.30   62019.1  69.43600  15.87007    2394.9    72.944   339.665
 55.40   62248.0  69.43658  15.86946    2395.2    72.937   339.664
 55.50   62477.0  69.43717  15.86884    2395.4    72.931   339.663
 55.60   62706.0  69.43775  15.86822    2395.5    72.925   339.663
 55.70   62935.0  69.43834  15.86761    2395.5    72.919   339.662
 55.80   63164.0  69.43893  15.86699    2395.5    72.912   339.661
 55.90   63393.0  69.43951  15.86637    2395.5    72.906   339.661
 56.00   63621.9  69.44010  15.86575    2395.5    72.900   339.660
 56.10   63850.9  69.44068  15.86513    2395.4    72.894   339.659
 56.20   64079.8  69.44127  15.86452    2395.3    72.887   339.659
 56.30   64308.7  69.44186  15.86390    2395.2    72.881   339.658
 56.40   64537.6  69.44244  15.86328    2395.0    72.875   339.657
 56.50   64766.5  69.44303  15.86266    2394.8    72.869   339.656
 56.60   64995.3  69.44362  15.86204    2394.6    72.862   339.656
 56.70   65224.1  69.44421  15.86142    2394.3    72.856   339.655
 56.80   65452.9  69.44479  15.86080    2394.1    72.850   339.654
 56.90   65681.7  69.44538  15.86018    2393.7    72.844   339.654
 57.00   65910.4  69.44597  15.85956    2393.4    72.837   339.653
 57.10   66139.0  69.44656  15.85894    2393.0    72.831   339.652
 57.20   66367.6  69.44714  15.85832    2392.6    72.825   339.652
 57.30   66596.2  69.44773  15.85770    2392.2    72.818   339.651
 57.40   66824.7  69.44832  15.85708    2391.7    72.812   339.650
 57.50   67053.2  69.44891  15.85646    2391.3    72.806   339.650
 57.60   67281.6  69.44949  15.85584    2390.7    72.800   339.649
 57.70   67510.0  69.45008  15.85522    2390.2    72.793   339.648
 57.80   67738.3  69.45067  15.85460    2389.6    72.787   339.648
 57.90   67966.5  69.45126  15.85397    2389.0    72.781   339.647
 57.90   67966.5  69.45126  15.85397    2389.0    72.781   339.647
 57.90   67966.5  69.45126  15.85397    2389.0    72.781   339.647
 58.00   68194.6  69.45184  15.85335    2388.1    72.774   339.646
 58.10   68422.7  69.45244  15.85273    2387.2    72.768   339.645
 58.20   68650.6  69.45303  15.85211    2386.2    72.762   339.645
 58.30   68878.5  69.45361  15.85149    2385.3    72.755   339.644
 58.40   69106.3  69.45420  15.85087    2384.4    72.749   339.643
 58.50   69333.9  69.45479  15.85025    2383.5    72.743   339.643
 58.60   69561.5  69.45538  15.84963    2382.5    72.736   339.642
 58.70   69789.0  69.45596  15.84901    2381.6    72.730   339.641
 58.80   70016.3  69.45655  15.84838    2380.7    72.724   339.641
 58.90   70243.6  69.45714  15.84776    2379.8    72.717   339.640
 59.00   70470.8  69.45773  15.84714    2378.9    72.711   339.639
 59.10   70697.9  69.45831  15.84652    2377.9    72.705   339.639
 59.20   70924.9  69.45890  15.84590    2377.0    72.698   339.638
 59.30   71151.8  69.45949  15.84528    2376.1    72.692   339.637
 59.40   71378.6  69.46008  15.84466    2375.2    72.686   339.637
 59.50   71605.3  69.46066  15.84404    2374.2    72.679   339.636
 59.60   71831.9  69.46125  15.84342    2373.3    72.673   339.635
 59.70   72058.4  69.46184  15.84280    2372.4    72.666   339.635
 59.80   72284.8  69.46243  15.84217    2371.5    72.660   339.634
 59.90   72511.2  69.46301  15.84155    2370.6    72.654   339.633
 60.00   72737.4  69.46360  15.84093    2369.6    72.647   339.632
 60.10   72963.5  69.46419  15.84031    2368.7    72.641   339.632
 60.20   73189.6  69.46478  15.83969    2367.8    72.634   339.631
 60.30   73415.5  69.46536  15.83907    2366.9    72.628   339.630
 60.40   73641.3  69.46595  15.83845    2366.0    72.622   339.630
 60.50   73867.1  69.46654  15.83783    2365.0    72.615   339.629
 60.60   74092.7  69.46712  15.83721    2364.1    72.609   339.628
 60.70   74318.3  69.46771  15.83659    2363.2    72.602   339.628
 60.80   74543.8  69.46830  15.83597    2362.3    72.596   339.627
 60.90   74769.1  69.46889  15.83534    2361.4    72.590   339.626
 61.00   74994.4  69.46947  15.83472    2360.5    72.583   339.626
 61.10   75219.6  69.47005  15.83410    2359.5    72.577   339.625
 61.20   75444.6  69.47064  15.83348    2358.6    72.570   339.624
 61.30   75669.6  69.47123  15.83286    2357.7    72.564   339.624
 61.40   75894.5  69.47182  15.83224    2356.8    72.557   339.623
 61.50   76119.3  69.47240  15.83162    2355.9    72.551   339.622
 61.60   76344.1  69.47299  15.83100    2354.9    72.544   339.622
 61.70   76568.7  69.47358  15.83038    2354.0    72.538   339.621
 61.80   76793.3  69.47417  15.82975    2353.1    72.531   339.620
 61.90   77017.5  69.47475  15.82913    2352.2    72.525   339.620
 62.00   77241.9  69.47533  15.82851    2351.3    72.518   339.619
 62.10   77466.1  69.47592  15.82789    2350.4    72.512   339.618
 62.20   77690.2  69.47651  15.82727    2349.4    72.505   339.618
 62.30   77914.2  69.47710  15.82665    2348.5    72.499   339.617
 62.40   78138.2  69.47768  15.82603    2347.6    72.492   339.616
 62.50   78362.0  69.47827  15.82541    2346.7    72.486   339.616
 62.60   78585.7  69.47885  15.82479    2345.8    72.479   339.615
 62.70   78809.4  69.47944  15.82417    2344.9    72.473   339.614
 62.80   79032.9  69.48003  15.82355    2344.0    72.466   339.614
 62.90   79256.4  69.48061  15.82293    2343.0    72.460   339.613
 63.00   79479.8  69.48120  15.82230    2342.1    72.453   339.612
 63.10   79703.0  69.48179  15.82168    2341.2    72.447   339.612
 63.20   79926.2  69.48237  15.82106    2340.3    72.440   339.611
 63.30   80149.3  69.48296  15.82044    2339.4    72.433   339.610
 63.40   80372.3  69.48354  15.81982    2338.5    72.427   339.610
 63.50   80595.1  69.48413  15.81920    2337.5    72.420   339.609
 63.60   80817.9  69.48472  15.81858    2336.6    72.414   339.608
 63.70   81040.6  69.48530  15.81796    2335.7    72.407   339.608
 63.80   81263.2  69.48589  15.81734    2334.8    72.401   339.607
 63.90   81485.7  69.48647  15.81672    2333.9    72.394   339.606
 64.00   81708.1  69.48706  15.81610    2333.0    72.387   339.606
 64.10   81930.5  69.48764  15.81548    2332.1    72.381   339.605
 64.20   82152.7  69.48823  15.81485    2331.1    72.374   339.604
 64.30   82374.8  69.48882  15.81423    2330.2    72.368   339.604
 64.40   82596.8  69.48940  15.81361    2329.3    72.361   339.603
 64.50   82818.8  69.48998  15.81299    2328.4    72.354   339.602
 64.60   83040.6  69.49057  15.81237    2327.5    72.348   339.602
 64.70   83262.3  69.49116  15.81175    2326.6    72.341   339.601
 64.80   83484.0  69.49174  15.81113    2325.7    72.335   339.600
 64.90   83705.5  69.49232  15.81051    2324.8    72.328   339.600
 65.00   83927.0  69.49291  15.80989    2323.8    72.321   339.599
 65.10   84148.4  69.49350  15.80927    2322.9    72.315   339.598
 65.20   84369.6  69.49408  15.80865    2322.0    72.308   339.598
 65.30   84590.8  69.49467  15.80803    2321.1    72.301   339.597
 65.40   84811.9  69.49525  15.80741    2320.2    72.295   339.596
 65.50   85032.9  69.49583  15.80678    2319.3    72.288   339.596
 65.60   85253.8  69.49642  15.80616    2318.4    72.281   339.595
 65.70   85474.5  69.49701  15.80554    2317.5    72.275   339.594
 65.80   85695.2  69.49759  15.80492    2316.5    72.268   339.594
 65.90   85915.8  69.49818  15.80430    2315.6    72.261   339.593
 66.00   86136.3  69.49876  15.80368    2314.7    72.255   339.592
 66.10   86356.8  69.49934  15.80306    2313.8    72.248   339.592
